1,1,3,1,1,1,2,1,2,2,1,1,1,3,1,2,edith
2,1,2,1,1,1,2,1,1,2,1,2,1,3,1,2,edith
1,1,1,2,1,2,2,2,2,2,1,2,1,3,1,2,edith
1,1,3,1,1,2,2,1,1,1,1,1,1,3,1,2,edith
1,1,2,1,1,2,2,2,1,2,2,1,2,2,1,2,edith
1,1,1,1,1,2,2,2,2,2,2,1,1,3,1,2,edith
2,2,1,1,1,2,2,1,1,2,2,2,1,2,1,2,edith
1,1,2,2,1,2,2,1,1,1,1,2,1,3,1,2,edith
1,1,2,1,1,1,2,1,2,2,1,2,1,3,1,2,edith
2,1,3,1,1,2,2,1,1,2,1,1,1,3,1,2,edith
2,1,2,1,2,2,1,2,2,2,2,1,2,2,1,2,edith
2,1,3,1,1,1,1,1,1,2,1,2,1,2,1,2,edith
1,1,2,1,1,2,2,2,2,2,1,1,1,2,1,2,edith
1,1,3,2,1,2,2,2,1,2,1,1,1,1,1,1,edith
1,1,3,1,1,2,1,1,1,2,1,1,1,3,1,2,edith
1,1,3,1,1,1,2,2,1,1,1,2,1,2,1,2,edith
2,1,1,1,1,2,1,1,1,2,1,1,1,2,1,2,edith
2,2,3,1,1,2,2,1,2,2,1,2,1,3,1,2,edith
2,1,3,1,1,1,2,1,1,2,1,2,1,2,1,2,edith
1,1,2,1,1,2,2,1,2,2,1,1,1,3,1,2,edith
1,1,3,1,1,1,2,1,1,2,1,1,1,2,1,2,edith
1,1,3,2,1,1,2,2,1,2,1,1,1,3,1,2,edith
2,1,3,1,1,2,1,1,1,2,1,2,1,2,1,2,edith
2,1,3,2,1,1,2,2,1,2,1,1,1,2,1,2,edith
1,1,2,2,1,1,2,1,1,2,1,2,1,3,1,2,edith
2,1,2,1,1,1,2,1,1,2,1,1,1,3,1,2,edith
2,2,3,2,1,1,2,1,2,2,1,2,1,2,1,2,edith
2,1,3,1,2,2,2,2,1,2,1,1,1,3,1,2,edith
1,1,2,1,1,2,2,2,2,2,1,1,1,2,1,2,edith
1,1,3,1,1,1,2,1,1,2,1,2,1,3,1,2,edith
2,1,2,1,1,1,2,1,1,2,1,2,2,3,1,2,edith
2,1,3,1,1,1,2,1,2,2,1,2,1,2,1,2,edith
2,1,2,1,1,1,2,1,2,2,1,2,1,3,1,2,edith
2,1,2,1,1,1,2,2,1,2,1,2,1,3,1,2,edith
1,2,1,1,2,1,2,2,1,2,2,1,1,1,1,2,jane
2,2,1,1,1,1,1,2,2,2,2,1,3,1,1,2,jane
2,1,1,1,1,2,1,2,2,2,2,1,3,2,1,2,jane
2,2,1,1,1,2,1,2,1,2,2,1,3,1,1,2,jane
2,2,1,1,1,2,1,1,2,2,1,1,3,1,1,2,jane
2,2,1,1,2,2,1,1,2,2,2,1,3,1,1,2,jane
2,2,1,1,1,2,2,1,2,2,2,1,3,1,1,2,jane
2,2,1,1,2,2,1,2,1,2,2,1,3,1,1,2,jane
2,2,1,1,2,2,1,2,2,2,2,1,3,1,1,2,jane
2,2,1,1,1,2,1,1,1,2,2,1,2,1,1,2,jane
2,2,1,1,2,2,1,2,1,2,2,1,3,1,1,2,jane
2,2,2,1,1,2,2,1,2,2,2,1,3,2,1,2,jane
2,2,1,1,1,2,1,1,2,2,2,1,3,1,1,2,jane
2,2,1,1,1,2,1,2,2,2,2,1,3,1,1,2,jane
1,2,1,1,1,2,1,2,2,2,2,1,3,1,1,2,jane
2,2,1,1,1,2,1,2,1,1,2,1,3,1,1,2,jane
2,2,1,1,1,2,1,2,1,2,2,1,3,1,1,2,jane
2,2,2,1,1,1,1,1,1,2,2,1,3,1,1,2,jane
2,2,1,1,2,2,2,2,2,2,2,1,3,1,1,2,jane
2,2,1,1,1,2,2,2,1,2,2,1,3,1,1,2,jane
2,2,1,1,1,2,1,2,1,2,2,1,3,1,1,2,jane
1,2,1,1,1,1,1,1,2,2,2,1,3,1,1,2,jane
2,2,1,1,2,1,1,1,2,2,2,1,3,1,1,2,jane
2,2,1,1,1,2,1,1,2,2,2,1,3,1,1,2,jane
2,2,1,1,1,1,1,2,1,2,2,1,2,1,1,2,jane
2,2,1,1,2,2,1,2,2,2,2,1,3,2,1,1,jane
2,2,1,1,1,2,1,2,1,2,2,1,3,1,1,1,jane
2,2,1,1,1,2,1,2,1,2,2,1,3,2,1,1,jane
2,2,1,1,1,2,1,2,2,2,2,1,2,1,1,1,jane
1,2,1,1,1,2,1,2,1,2,2,1,3,2,1,1,jane
2,2,1,1,1,2,1,1,1,2,2,1,3,2,1,1,jane
2,2,1,1,1,2,1,2,1,2,2,1,3,2,1,1,jane
2,2,1,1,2,2,1,2,2,2,2,1,3,2,1,1,jane
1,2,2,1,1,2,1,1,2,2,2,1,3,2,1,1,jane
2,2,1,1,2,1,1,2,2,2,2,1,1,1,1,1,jane
2,2,1,1,2,2,1,2,2,2,2,1,2,2,1,1,jane
2,2,1,1,1,2,1,2,1,2,2,1,3,1,1,1,jane
1,2,1,1,2,2,1,1,2,2,2,1,3,1,1,1,jane
2,2,1,1,2,2,1,2,2,2,2,1,2,2,1,1,jane
2,2,1,1,2,2,1,2,2,2,2,1,3,2,1,1,jane
2,2,1,1,2,2,1,2,1,2,2,1,3,2,1,1,jane
1,2,1,1,1,2,1,2,2,2,2,1,3,2,1,1,jane
2,2,2,1,1,2,1,2,2,2,2,1,2,2,1,1,jane
2,2,1,1,1,2,1,1,2,2,2,1,3,2,1,1,jane
2,2,1,1,1,2,1,1,2,2,2,1,3,2,1,2,jane
2,2,2,1,2,1,1,2,2,2,2,1,3,1,1,1,jane
2,2,2,1,1,2,1,2,2,2,2,1,3,1,1,2,jane
2,2,1,1,2,2,1,2,1,2,2,1,3,1,1,1,jane
2,2,2,1,1,2,2,2,1,2,2,1,3,1,1,1,jane
2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,1,jane
1,2,2,1,1,2,2,2,2,2,2,1,3,1,1,1,jane
1,1,2,1,1,2,1,2,1,2,2,1,3,1,1,1,jane
2,2,1,1,1,2,1,2,2,2,2,1,2,1,1,2,jane
1,2,2,1,2,1,2,2,2,2,2,1,2,1,1,1,jane
1,2,1,1,1,2,2,2,2,2,2,1,2,1,1,1,jane
1,2,2,1,2,2,2,2,2,2,2,1,2,1,1,1,jane
1,2,2,1,2,2,2,2,2,2,1,1,3,1,1,1,jane
2,2,2,1,2,2,2,2,1,2,2,1,2,1,1,1,jane
2,2,2,1,2,2,2,2,1,2,2,1,3,1,1,1,jane
1,2,1,1,1,1,1,2,1,2,2,1,2,1,1,1,jane
1,2,1,1,1,1,2,2,1,2,2,1,2,1,1,1,jane
2,2,1,1,2,2,2,2,1,2,2,1,1,2,1,1,jane
2,2,2,1,2,1,2,2,1,2,2,1,1,2,1,1,jane
2,2,2,1,2,2,2,2,1,2,1,1,3,1,1,2,jane
2,2,1,1,1,2,1,2,2,2,2,1,3,1,1,1,jane
2,2,1,1,1,2,1,2,2,2,2,1,2,1,1,1,jane
2,2,1,1,2,2,1,2,2,2,2,1,3,1,1,2,jane
2,2,2,1,1,2,2,2,1,2,2,1,3,1,1,1,jane
2,2,3,1,2,2,2,2,1,2,2,1,3,1,1,1,jane
2,2,3,1,2,2,2,2,2,2,2,1,3,1,1,1,jane
2,2,2,1,2,2,2,2,2,2,2,1,3,1,1,1,jane
1,2,2,1,2,2,2,2,2,2,2,1,3,1,1,1,jane
1,1,2,1,2,2,2,2,2,2,2,1,2,1,1,1,jane
2,2,2,1,1,2,1,2,2,2,2,1,3,1,1,1,jane
2,2,2,1,1,2,2,2,2,2,2,1,3,1,1,1,jane
2,2,1,1,2,1,1,2,1,2,2,1,3,1,2,1,jane
2,1,1,1,1,2,1,2,2,2,2,1,3,1,1,1,jane
1,1,2,1,1,2,1,2,1,2,2,1,3,2,1,1,jane
2,2,2,1,1,1,1,2,2,2,2,1,3,2,1,1,jane
2,2,1,1,1,2,1,2,1,2,2,1,3,1,1,1,jane
2,2,2,1,1,2,1,2,2,2,2,1,3,1,1,1,jane
2,2,2,1,2,2,1,2,2,2,2,1,3,1,1,1,jane
1,2,1,1,1,2,1,2,2,2,2,1,3,1,1,1,jane
2,2,1,1,1,2,1,2,2,2,2,1,3,2,1,1,jane
2,2,2,1,1,2,1,2,1,2,2,1,3,1,1,1,jane
1,2,1,1,1,2,1,2,2,2,2,1,3,1,1,1,jane
1,2,1,1,1,2,1,2,1,2,2,1,3,1,1,1,jane
2,2,1,1,1,2,1,2,2,2,2,1,3,2,1,1,jane
2,2,2,1,1,1,2,2,1,2,2,1,2,1,1,1,jane
1,2,1,1,1,2,1,2,2,2,2,1,3,1,1,1,jane
2,2,1,1,1,2,1,2,1,2,2,1,2,1,1,1,jane
1,2,1,1,1,2,1,1,1,2,2,1,3,2,1,1,jane
1,2,1,1,2,1,1,1,1,2,2,1,3,1,1,1,jane
2,2,1,1,1,2,1,1,2,2,2,1,3,1,1,1,jane
2,2,1,1,1,1,1,2,2,2,2,1,3,1,1,1,jane
2,2,1,1,1,2,1,2,2,2,2,1,3,1,1,1,jane
2,2,1,1,1,1,2,2,2,2,2,1,3,1,1,1,jane
2,2,2,1,2,2,2,2,1,2,2,1,3,1,1,1,jane
2,2,1,1,1,2,2,2,2,2,1,1,3,1,1,1,jane
1,2,2,1,1,1,1,2,2,2,2,1,2,1,1,1,jane
