TABLE "Min"
ATTRIBUTES 19


but symbolic
and symbolic
not symbolic
in symbolic
with symbolic
at symbolic

as symbolic

that symbolic
what symbolic
from symbolic

by symbolic
for symbolic

to symbolic

if symbolic

questi symbolic
exclam symbolic
semico symbolic
hyphen symbolic
author symbolic



OBJECTS 180
1,3,1,2,2,1,1,1,1,3,3,1,2,1,1,1,2,1,hardy
1,3,2,1,1,1,1,2,1,3,2,1,2,1,1,1,1,1,hardy
1,2,1,1,1,2,1,2,2,3,2,1,1,2,1,1,1,2,hardy
2,3,1,1,2,2,1,1,1,3,3,1,2,1,1,1,1,1,hardy
1,2,2,1,1,2,1,2,2,2,2,1,2,2,1,1,1,2,hardy
1,3,2,1,1,2,1,2,1,3,2,1,1,1,1,1,1,1,hardy
1,3,1,1,2,1,1,2,1,3,2,2,2,1,1,1,1,2,hardy
1,3,1,1,1,1,1,2,2,3,2,1,2,1,2,1,1,1,hardy
2,2,2,1,1,1,1,2,1,3,2,2,2,1,1,1,1,1,hardy
1,2,2,1,1,1,1,2,1,3,2,1,2,2,1,1,1,2,hardy
2,1,2,1,2,2,1,3,2,3,2,1,2,2,1,1,1,1,hardy
1,2,1,1,1,2,2,2,1,3,1,2,2,2,1,1,1,1,hardy
1,2,2,1,2,2,1,2,2,3,3,1,2,1,1,1,1,1,hardy
2,2,2,1,1,2,2,2,1,3,3,1,1,2,1,1,2,1,hardy
1,3,2,2,1,2,1,1,2,2,2,2,2,1,1,1,1,1,hardy
1,3,2,1,2,2,1,2,1,3,3,1,1,1,1,1,1,1,hardy
2,2,2,1,1,2,2,1,1,3,3,1,2,1,1,1,1,1,hardy
1,2,2,1,1,2,1,2,1,3,2,2,2,1,1,1,1,1,hardy
1,3,2,1,1,2,1,3,1,3,2,1,2,1,1,1,1,1,hardy
1,1,2,2,1,2,1,2,2,2,3,2,2,1,1,1,1,2,hardy
1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,hardy
1,2,2,1,1,1,1,1,1,3,2,2,2,1,1,1,1,1,hardy
1,3,2,1,1,1,1,2,1,3,2,2,2,1,1,1,1,1,hardy
1,2,2,1,2,1,1,2,2,3,2,2,2,1,1,1,1,2,hardy
1,3,2,1,1,1,1,2,1,3,3,2,2,1,1,1,1,2,hardy
1,3,1,1,2,1,1,2,1,3,3,1,2,2,1,1,1,1,hardy
1,3,1,1,2,2,1,1,2,3,1,1,1,1,1,1,1,2,hardy
1,1,2,1,1,2,1,2,1,3,2,1,2,1,1,1,1,1,hardy
1,3,2,2,2,2,1,2,1,3,2,2,2,1,1,1,1,1,hardy
1,2,2,1,2,1,1,2,1,3,3,2,2,1,1,1,1,1,hardy
1,3,1,1,1,2,1,1,1,3,3,2,1,1,1,1,1,2,hardy
1,3,1,2,1,2,1,2,1,3,3,2,1,1,1,1,1,2,hardy
1,3,2,2,1,2,1,2,1,3,3,1,1,1,1,1,1,2,hardy
1,3,1,1,1,2,1,2,1,3,3,1,2,1,1,1,1,2,hardy
